free_time,station_name,time,city,label
0.25,Talawakele DC,10:45,Talawakele,none
5.0,Mirissa Beach,21:30,Mirissa,"watch film, visit beautiful place"
1.0,Galenbindunuwewa AC,07:30,Galenbindunuwewa,breakfast
0.75,Matale Town,12:45,Matale,lunch
0.5,Chilaw City,03:09,Chilaw,tea/coffee shop
4.0,Nugegoda High Level,19:45,Nugegoda,visit beautiful place
2.5,Nawalapitiya Town,12:45,Nawalapitiya,"lunch, shopping"
2.0,Mihintale AC,07:15,Mihintale,breakfast
2.5,Ruwanwella AC,13:45,Ruwanwella,"lunch, shopping"
3.0,Galle Fort AC,16:30,Galle,watch film
0.25,Thalahena DC,19:30,Thalahena,none
0.5,Galle Fort AC,06:40,Galle,tea/coffee shop
0.75,Ahangama AC,20:45,Ahangama,dinner
1.5,Matale Town,08:30,Matale,breakfast
1.5,Kegalle Town,13:15,Kegalle,lunch
0.75,Marawila AC,08:00,Marawila,"breakfast, tea/coffee shop"
1.0,Ruwanwella AC,14:45,Ruwanwella,lunch
2.5,Galenbindunuwewa AC,14:00,Galenbindunuwewa,"lunch, shopping"
1.0,Moratuwa Junction,20:15,Moratuwa,dinner
3.0,Nuwara Eliya Grand,19:45,Nuwara Eliya,"dinner, shopping"
1.0,Kalmunai Center,13:15,Kalmunai,lunch
0.25,Maskeliya Town,13:30,Maskeliya,none
3.5,Rambukkana DC,11:45,Rambukkana,"watch film, visit beautiful place"
1.5,Eheliyagoda DC,21:15,Eheliyagoda,dinner
2.5,Warakapola AC,13:00,Warakapola,"lunch, shopping"
2.0,Teldeniya AC,13:00,Teldeniya,lunch
1.0,Anamaduwa DC,17:00,Anamaduwa,shopping
0.75,Kottawa Interchange,08:15,Kottawa,"breakfast, tea/coffee shop"
0.5,Haputale View,22:28,Haputale,tea/coffee shop
2.5,Tambuttegama DC,22:45,Tambuttegama,visit beautiful place
0.5,Batticaloa City,22:12,Batticaloa,tea/coffee shop
1.0,Pannipitiya Station,11:00,Pannipitiya,lunch
5.0,Kataragama Center,19:00,Kataragama,"watch film, visit beautiful place"
2.75,Anamaduwa DC,11:00,Anamaduwa,"lunch, visit beautiful place"
3.0,Mirissa Beach,11:30,Mirissa,"lunch, shopping"
2.5,Matale Town,13:15,Matale,"lunch, shopping"
3.0,Dambulla DC,16:30,Dambulla,watch film
4.0,Anuradhapura DC,19:00,Anuradhapura,"watch film, visit beautiful place"
2.75,Mihintale AC,12:15,Mihintale,"lunch, visit beautiful place"
2.0,Kurunegala Lake Rd,12:15,Kurunegala,lunch
2.75,Rambukkana DC,13:00,Rambukkana,"lunch, visit beautiful place"
0.5,Mihintale AC,02:26,Mihintale,tea/coffee shop
3.5,Tissamaharama DC,16:30,Tissamaharama,"watch film, visit beautiful place"
1.5,Shangri La DC,07:15,Colombo,breakfast
0.75,Dehiwala Junction,10:30,Dehiwala,shopping
0.5,Mullaitivu DC,06:01,Mullaitivu,tea/coffee shop
2.75,Kurunegala Town,14:15,Kurunegala,"lunch, visit beautiful place"
3.0,Wellawaya AC,07:45,Wellawaya,visit beautiful place
2.0,Digana DC,08:00,Digana,breakfast
1.0,Pannipitiya Station,11:30,Pannipitiya,lunch
1.0,Negombo Beach Road,08:15,Negombo,breakfast
0.5,Pussellawa AC,15:17,Pussellawa,tea/coffee shop
0.75,Matara Town Hall,13:30,Matara,lunch
2.5,Weligama Bay,11:15,Weligama,"lunch, shopping"
3.0,Beruwala Beach,12:45,Beruwala,"lunch, shopping"
4.0,Veyangoda Station,14:00,Veyangoda,"watch film, visit beautiful place"
0.5,Rajagiriya Flyover,06:11,Rajagiriya,tea/coffee shop
3.0,Dickwella DC,22:30,Dickwella,visit beautiful place
0.25,Kadawatha Highway,19:00,Kadawatha,none
2.0,Sigiriya Jn,14:30,Sigiriya,lunch
0.5,Hanwella AC,06:28,Hanwella,tea/coffee shop
3.5,Hatton Bus Stand,21:30,Hatton,"watch film, visit beautiful place"
1.0,Embilipitiya DC,19:00,Embilipitiya,dinner
2.0,Pannipitiya Station,13:30,Pannipitiya,lunch
0.75,Nawalapitiya Town,14:45,Nawalapitiya,lunch
0.5,Akuressa Center,02:48,Akuressa,tea/coffee shop
3.5,Chilaw City,08:00,Chilaw,visit beautiful place
1.5,Talawakele DC,07:00,Talawakele,breakfast
1.0,Teldeniya AC,07:15,Teldeniya,breakfast
0.5,Galenbindunuwewa AC,06:53,Galenbindunuwewa,tea/coffee shop
4.0,Kataragama Center,16:30,Kataragama,"watch film, visit beautiful place"
0.75,Katunayake Airport,11:15,Katunayake,lunch
0.5,Nuwara Eliya Grand,15:29,Nuwara Eliya,tea/coffee shop
3.0,Kinniya AC,19:30,Kinniya,"dinner, shopping"
1.0,Pottuvil DC,07:45,Pottuvil,breakfast
0.75,Dickwella DC,08:45,Dickwella,"breakfast, tea/coffee shop"
3.0,Warakapola AC,13:30,Warakapola,"lunch, shopping"
3.0,Avissawella Center,19:00,Avissawella,"dinner, shopping"
0.75,Dutch Hospital,14:45,Colombo,lunch
0.5,Homagama Center,06:55,Homagama,tea/coffee shop
1.5,Padukka Center,11:15,Padukka,lunch
0.75,Deniyaya AC,14:15,Deniyaya,lunch
0.25,Chilaw City,13:30,Chilaw,none
0.5,Homagama Center,17:41,Homagama,tea/coffee shop
4.0,Nedunkeni AC,18:15,Nedunkeni,visit beautiful place
2.75,Digana DC,13:15,Digana,"lunch, visit beautiful place"
0.25,Biyagama Factory,16:45,Biyagama,none
1.0,Kadawatha Highway,08:00,Kadawatha,breakfast
3.0,Station B,12:30,Colombo,"lunch, shopping"
0.5,Aluthgama Bridge,22:43,Aluthgama,tea/coffee shop
2.0,Tambuttegama DC,20:15,Tambuttegama,dinner
4.5,Hikkaduwa AC,15:30,Hikkaduwa,visit beautiful place
2.0,Biyagama Factory,11:30,Biyagama,lunch
0.5,Passara DC,04:22,Passara,tea/coffee shop
2.75,Ampara DC,13:15,Ampara,"lunch, visit beautiful place"
5.0,Ahangama AC,11:45,Ahangama,"watch film, visit beautiful place"
5.0,Homagama Godagama,21:30,Homagama,"watch film, visit beautiful place"
0.75,Weligama Bay,12:30,Weligama,lunch
1.5,Hambantota Port,17:45,Hambantota,shopping
2.5,Ella Station,11:45,Ella,"lunch, shopping"
2.75,Polonnaruwa Center,11:45,Polonnaruwa,"lunch, visit beautiful place"
0.5,Rambukkana DC,16:07,Rambukkana,tea/coffee shop
3.5,Galle Bus Stand,15:15,Galle,visit beautiful place
0.25,Talawakele DC,17:30,Talawakele,none
2.75,Horana Town,07:30,Horana,"breakfast, visit beautiful place"
0.5,Akuressa Center,00:26,Akuressa,tea/coffee shop
2.75,Kandy Gatambe,15:45,Kandy,visit beautiful place
1.5,Tissamaharama DC,07:15,Tissamaharama,breakfast
4.0,Padukka Center,22:30,Padukka,visit beautiful place
1.0,Godakawela AC,07:15,Godakawela,breakfast
1.5,Digana DC,11:30,Digana,lunch
2.5,Chavakachcheri AC,13:00,Chavakachcheri,"lunch, shopping"
2.0,Mullaitivu DC,12:30,Mullaitivu,lunch
3.0,Homagama Godagama,19:15,Homagama,"dinner, shopping"
2.0,Nikaweratiya AC,07:45,Nikaweratiya,breakfast
3.5,Wellawaya AC,20:30,Wellawaya,visit beautiful place
4.5,Anuradhapura New Town,08:00,Anuradhapura,visit beautiful place
2.0,Pussellawa AC,20:30,Pussellawa,dinner
4.5,Talawakele DC,19:00,Talawakele,"watch film, visit beautiful place"
1.5,Ratmalana DC,08:00,Ratmalana,breakfast
4.0,Station B,18:30,Colombo,visit beautiful place
0.25,Sigiriya Jn,21:30,Sigiriya,none
0.5,Homagama Center,06:51,Homagama,tea/coffee shop
1.5,Thalahena DC,07:15,Thalahena,breakfast
1.0,Veyangoda Station,11:00,Veyangoda,lunch
3.0,Nawalapitiya Town,19:45,Nawalapitiya,"dinner, shopping"
0.75,Pannipitiya Station,21:30,Pannipitiya,dinner
3.5,Tanamalwila AC,14:00,Tanamalwila,"watch film, visit beautiful place"
3.0,Ratnapura DC,14:00,Ratnapura,"lunch, shopping"
0.75,Ahangama AC,05:30,Ahangama,shopping
1.0,Beruwala Beach,16:30,Beruwala,shopping
2.5,Bandarawela Town,08:15,Bandarawela,visit beautiful place
4.5,Kadawatha Highway,19:00,Kadawatha,"watch film, visit beautiful place"
2.0,Maharagama City,07:30,Maharagama,breakfast
0.75,Nedunkeni AC,08:30,Nedunkeni,"breakfast, tea/coffee shop"
3.0,Homagama Center,22:00,Homagama,visit beautiful place
3.0,Dehiwala Junction,21:15,Dehiwala,"dinner, shopping"
1.5,Station B,11:45,Colombo,lunch
1.5,Gampola Center,07:45,Gampola,breakfast
3.0,Sigiriya Jn,13:15,Sigiriya,"lunch, shopping"
2.5,Polonnaruwa Center,07:15,Polonnaruwa,visit beautiful place
2.0,Ampara DC,08:30,Ampara,breakfast
3.5,Ratnapura DC,12:15,Ratnapura,visit beautiful place
3.0,Tangalle Town,19:45,Tangalle,"dinner, shopping"
0.75,Trincomalee Town,07:00,Trincomalee,"breakfast, tea/coffee shop"
0.25,Monaragala DC,05:45,Monaragala,none
2.0,Nuwara Eliya Grand,22:45,Nuwara Eliya,shopping
1.0,Beliatta Highway,07:30,Beliatta,breakfast
0.25,Kosgama DC,20:15,Kosgama,none
0.75,Nugegoda High Level,07:45,Nugegoda,"breakfast, tea/coffee shop"
1.5,Kattankudy AC,06:00,Kattankudy,shopping
1.5,Avissawella Center,14:45,Avissawella,lunch
0.75,Kekirawa AC,08:15,Kekirawa,"breakfast, tea/coffee shop"
3.0,Kekirawa AC,21:00,Kekirawa,"dinner, shopping"
2.75,Kadawatha Highway,08:45,Kadawatha,"breakfast, visit beautiful place"
3.0,Kinniya AC,11:45,Kinniya,"lunch, shopping"
2.0,Muttur DC,08:15,Muttur,breakfast
2.0,Dehiwala Junction,12:15,Dehiwala,lunch
1.5,Chavakachcheri AC,13:00,Chavakachcheri,lunch
3.5,Chavakachcheri AC,13:45,Chavakachcheri,visit beautiful place
2.75,Kegalle Town,05:15,Kegalle,visit beautiful place
2.5,Kattankudy AC,19:45,Kattankudy,"dinner, shopping"
0.75,Katunayake Airport,20:00,Katunayake,dinner
0.5,Talawakele DC,17:14,Talawakele,tea/coffee shop
2.0,Weligama Bay,07:00,Weligama,breakfast
1.0,Piliyandala Town,14:00,Piliyandala,lunch
0.75,Digana DC,13:30,Digana,lunch
2.0,Dickwella DC,14:45,Dickwella,lunch
1.0,Kataragama Center,08:30,Kataragama,breakfast
2.75,Arugam Bay AC,07:45,Arugam Bay,"breakfast, visit beautiful place"
1.0,Dickwella DC,14:30,Dickwella,lunch
3.0,Gampola Center,17:30,Gampola,visit beautiful place
0.75,Nikaweratiya AC,16:15,Nikaweratiya,shopping
2.5,Homagama Center,13:30,Homagama,"lunch, shopping"
2.75,Kalutara South,07:15,Kalutara,"breakfast, visit beautiful place"
2.0,Kandy City Center,20:30,Kandy,dinner
0.5,Horana Town,22:01,Horana,tea/coffee shop
0.5,Nivitigala AC,00:51,Nivitigala,tea/coffee shop
0.75,Pannipitiya Station,21:45,Pannipitiya,dinner
0.5,Pannipitiya Station,06:50,Pannipitiya,tea/coffee shop
5.0,Ratnapura DC,14:00,Ratnapura,"watch film, visit beautiful place"
1.0,Eheliyagoda DC,12:15,Eheliyagoda,lunch
0.5,Maho Station,17:51,Maho,tea/coffee shop
2.0,Padukka Center,07:45,Padukka,breakfast
0.5,Rambukkana DC,15:19,Rambukkana,tea/coffee shop
3.0,Maho Station,11:15,Maho,"lunch, shopping"
4.5,Anuradhapura DC,13:00,Anuradhapura,visit beautiful place
1.5,Ahangama AC,06:30,Ahangama,shopping
4.0,Dickwella DC,15:00,Dickwella,visit beautiful place
1.0,Muttur DC,13:45,Muttur,lunch
3.0,Badulla Main DC,16:30,Badulla,watch film
2.75,Hanwella AC,12:45,Hanwella,"lunch, visit beautiful place"
0.5,Marawila AC,16:24,Marawila,tea/coffee shop
2.0,Kadugannawa AC,14:45,Kadugannawa,lunch
3.0,Tanamalwila AC,20:30,Tanamalwila,"dinner, shopping"
1.5,Tanamalwila AC,13:15,Tanamalwila,lunch
4.0,Weligama Bay,15:30,Weligama,visit beautiful place
1.5,Galenbindunuwewa AC,10:30,Galenbindunuwewa,shopping
2.0,Kurunegala Lake Rd,11:15,Kurunegala,lunch
4.5,Kandy City Center,12:15,Kandy,visit beautiful place
2.5,Warakapola AC,10:15,Warakapola,visit beautiful place
1.0,Ruwanwella AC,11:00,Ruwanwella,lunch
2.0,Balangoda AC,13:15,Balangoda,lunch
0.5,Ratmalana DC,22:19,Ratmalana,tea/coffee shop
0.25,Kataragama Center,18:30,Kataragama,none
2.5,Shangri La DC,16:30,Colombo,watch film
3.5,Sigiriya Jn,11:00,Sigiriya,visit beautiful place
1.0,Homagama Center,07:00,Homagama,breakfast
3.5,Wennappuwa DC,19:00,Wennappuwa,"watch film, visit beautiful place"
2.75,Mihintale AC,08:45,Mihintale,"breakfast, visit beautiful place"
3.0,Ambalangoda DC,09:45,Ambalangoda,visit beautiful place
2.75,Tanamalwila AC,08:00,Tanamalwila,"breakfast, visit beautiful place"
0.75,Wellawaya AC,11:00,Wellawaya,lunch
2.75,Rambukkana DC,12:45,Rambukkana,"lunch, visit beautiful place"
2.0,Thalahena DC,13:15,Thalahena,lunch
2.0,Nikaweratiya AC,14:30,Nikaweratiya,lunch
2.75,Deniyaya AC,08:15,Deniyaya,"breakfast, visit beautiful place"
2.5,Thalahena DC,20:15,Thalahena,"dinner, shopping"
1.5,Hanwella AC,07:15,Hanwella,breakfast
2.0,Mahiyanganaya AC,14:15,Mahiyanganaya,lunch
2.5,Peradeniya Junction,13:00,Peradeniya,"lunch, shopping"
3.0,Pottuvil DC,14:45,Pottuvil,"lunch, shopping"
1.5,Kottawa Interchange,07:45,Kottawa,breakfast
1.5,Biyagama Factory,21:30,Biyagama,dinner
2.5,Kadawatha Highway,11:45,Kadawatha,"lunch, shopping"
5.0,Pannipitiya Station,11:45,Pannipitiya,"watch film, visit beautiful place"
2.0,Kalmunai Center,12:00,Kalmunai,lunch
3.5,Akuressa Center,17:00,Akuressa,visit beautiful place
1.5,Teldeniya AC,07:00,Teldeniya,breakfast
0.5,Sigiriya Jn,06:49,Sigiriya,tea/coffee shop
0.5,Bambalapitiya RZ,22:30,Bambalapitiya,tea/coffee shop
2.5,Balangoda AC,19:00,Balangoda,"dinner, shopping"
4.5,Hatton Bus Stand,14:00,Hatton,"watch film, visit beautiful place"
4.0,Station A,14:15,Colombo,visit beautiful place
4.0,Maskeliya Town,18:30,Maskeliya,visit beautiful place
3.0,Passara DC,21:30,Passara,"dinner, shopping"
2.0,Liberty Plaza AC,07:45,Colombo,breakfast
2.0,Wennappuwa DC,07:45,Wennappuwa,breakfast
2.75,Ahangama AC,11:00,Ahangama,"lunch, visit beautiful place"
0.5,Dambulla DC,03:46,Dambulla,tea/coffee shop
1.5,Sigiriya Jn,12:30,Sigiriya,lunch
2.0,Sigiriya Jn,13:45,Sigiriya,lunch
0.5,Nikaweratiya AC,22:10,Nikaweratiya,tea/coffee shop
3.0,Maho Station,12:45,Maho,"lunch, shopping"
0.25,Veyangoda Station,11:15,Veyangoda,none
1.5,Homagama Center,08:00,Homagama,breakfast
2.0,Hikkaduwa AC,22:45,Hikkaduwa,shopping
2.5,Matara Town Hall,15:45,Matara,visit beautiful place
4.0,Matara Town Hall,20:15,Matara,visit beautiful place
4.0,Badulla Main DC,11:45,Badulla,"watch film, visit beautiful place"
0.5,Aluthgama Bridge,04:19,Aluthgama,tea/coffee shop
1.5,Kosgama DC,14:00,Kosgama,lunch
3.5,Nikaweratiya AC,12:15,Nikaweratiya,visit beautiful place
0.75,Chavakachcheri AC,14:15,Chavakachcheri,lunch
1.5,Badulla Main DC,08:00,Badulla,breakfast
0.5,Kilinochchi Center,06:03,Kilinochchi,tea/coffee shop
0.25,Dambulla DC,08:00,Dambulla,none
0.5,Passara DC,06:26,Passara,tea/coffee shop
2.75,Veyangoda Station,19:30,Veyangoda,visit beautiful place
0.5,Ratmalana DC,22:12,Ratmalana,tea/coffee shop
2.5,Avissawella Center,20:15,Avissawella,"dinner, shopping"
1.5,Bandarawela Town,13:00,Bandarawela,lunch
5.0,Eheliyagoda DC,06:00,Eheliyagoda,visit beautiful place
4.5,Negombo Beach Road,22:30,Negombo,visit beautiful place
0.75,Hatton Bus Stand,21:15,Hatton,dinner
0.5,Dickwella DC,04:51,Dickwella,tea/coffee shop
4.0,Padukka Center,19:00,Padukka,"watch film, visit beautiful place"
3.0,Thalahena DC,08:30,Thalahena,visit beautiful place
2.0,Kuliyapitiya Center,18:15,Kuliyapitiya,shopping
1.0,Piliyandala Town,13:30,Piliyandala,lunch
1.5,Beliatta Highway,22:45,Beliatta,shopping
1.0,Marawila AC,19:45,Marawila,dinner
1.5,Homagama Godagama,08:00,Homagama,breakfast
0.75,Eheliyagoda DC,13:00,Eheliyagoda,lunch
2.75,Wennappuwa DC,21:00,Wennappuwa,visit beautiful place
1.0,Teldeniya AC,07:30,Teldeniya,breakfast
0.25,Ruwanwella AC,08:15,Ruwanwella,none
2.75,Deniyaya AC,08:45,Deniyaya,"breakfast, visit beautiful place"
3.5,Horana Town,16:00,Horana,visit beautiful place
2.0,Kegalle Town,14:15,Kegalle,lunch
3.5,Rambukkana DC,20:00,Rambukkana,visit beautiful place
4.0,Station A,09:45,Colombo,visit beautiful place
1.0,Trincomalee Town,12:45,Trincomalee,lunch
1.5,Matale Town,13:00,Matale,lunch
1.0,Mihintale AC,12:15,Mihintale,lunch
2.75,Galenbindunuwewa AC,11:30,Galenbindunuwewa,"lunch, visit beautiful place"
4.0,Poonakary AC,20:45,Poonakary,visit beautiful place
3.0,Kottawa Interchange,11:45,Kottawa,"lunch, shopping"
5.0,Kosgama DC,17:15,Kosgama,visit beautiful place
2.5,Anuradhapura DC,15:30,Anuradhapura,visit beautiful place
2.75,Kalmunai Center,13:00,Kalmunai,"lunch, visit beautiful place"
2.75,Embilipitiya DC,09:15,Embilipitiya,visit beautiful place
0.5,Ahangama AC,17:33,Ahangama,tea/coffee shop
2.0,Tissamaharama DC,12:45,Tissamaharama,lunch
3.0,Beliatta Highway,13:15,Beliatta,"lunch, shopping"
3.5,Kandana DC,18:00,Kandana,visit beautiful place
3.5,Bambalapitiya RZ,16:00,Bambalapitiya,visit beautiful place
1.0,Digana DC,18:00,Digana,shopping
4.0,Marawila AC,19:15,Marawila,visit beautiful place
3.0,Kottawa Interchange,21:00,Kottawa,"dinner, shopping"
0.75,Anuradhapura New Town,14:30,Anuradhapura,lunch
1.5,Matara Town Hall,19:30,Matara,dinner
1.0,Habarana DC,11:30,Habarana,lunch
2.5,Talawakele DC,18:45,Talawakele,visit beautiful place
1.0,Unawatuna DC,09:15,Unawatuna,shopping
1.0,Ambalangoda DC,07:15,Ambalangoda,breakfast
3.5,Station B,10:15,Colombo,visit beautiful place
3.0,Biyagama Factory,20:45,Biyagama,"dinner, shopping"
2.75,Hanwella AC,19:00,Hanwella,visit beautiful place
1.0,Maskeliya Town,19:00,Maskeliya,dinner
2.0,Peradeniya Junction,07:45,Peradeniya,breakfast
1.0,Tambuttegama DC,08:45,Tambuttegama,breakfast
2.5,Kadugannawa AC,07:00,Kadugannawa,visit beautiful place
2.0,Warakapola AC,13:15,Warakapola,lunch
0.5,Tangalle Town,22:38,Tangalle,tea/coffee shop
0.5,Nivitigala AC,17:08,Nivitigala,tea/coffee shop
2.75,Nuwara Eliya Grand,20:00,Nuwara Eliya,visit beautiful place
0.75,Pussellawa AC,19:15,Pussellawa,dinner
2.5,Dutch Hospital,21:30,Colombo,"dinner, shopping"
0.25,Warakapola AC,09:00,Warakapola,none
1.5,Pannipitiya Station,05:45,Pannipitiya,shopping
3.0,Biyagama Factory,20:00,Biyagama,"dinner, shopping"
2.75,Katunayake Airport,12:15,Katunayake,"lunch, visit beautiful place"
2.75,Dambulla DC,07:15,Dambulla,"breakfast, visit beautiful place"
2.5,Nawalapitiya Town,14:30,Nawalapitiya,"lunch, shopping"
0.25,Ampara DC,15:00,Ampara,none
0.75,Mirissa Beach,13:45,Mirissa,lunch
1.0,Balangoda AC,13:00,Balangoda,lunch
1.5,Mullaitivu DC,17:45,Mullaitivu,shopping
1.0,Moratuwa Junction,11:00,Moratuwa,lunch
1.5,Mannar AC,11:15,Mannar,lunch
3.0,Poonakary AC,21:00,Poonakary,"dinner, shopping"
2.5,Kegalle Town,11:45,Kegalle,"lunch, shopping"
3.5,Horana Town,07:00,Horana,visit beautiful place
2.75,Haputale View,08:15,Haputale,"breakfast, visit beautiful place"
1.5,Anamaduwa DC,07:00,Anamaduwa,breakfast
2.5,Ratnapura DC,12:00,Ratnapura,"lunch, shopping"
3.5,Peradeniya Junction,19:15,Peradeniya,visit beautiful place
1.5,Anuradhapura DC,07:30,Anuradhapura,breakfast
0.5,Galle Bus Stand,00:02,Galle,tea/coffee shop
2.5,Wellawaya AC,12:45,Wellawaya,"lunch, shopping"
2.75,Ambalangoda DC,14:45,Ambalangoda,"lunch, visit beautiful place"
1.5,Gampola Center,13:00,Gampola,lunch
4.0,Anamaduwa DC,19:45,Anamaduwa,visit beautiful place
2.5,Chilaw City,10:00,Chilaw,visit beautiful place
1.0,Hatton Bus Stand,11:45,Hatton,lunch
0.25,Kadugannawa AC,10:45,Kadugannawa,none
1.0,Rajagiriya Flyover,13:30,Rajagiriya,lunch
3.5,Kekirawa AC,06:00,Kekirawa,visit beautiful place
2.75,Avissawella Center,12:30,Avissawella,"lunch, visit beautiful place"
1.5,Anamaduwa DC,10:15,Anamaduwa,shopping
0.5,Wennappuwa DC,16:32,Wennappuwa,tea/coffee shop
1.0,Maharagama City,07:15,Maharagama,breakfast
0.75,Tissamaharama DC,08:15,Tissamaharama,"breakfast, tea/coffee shop"
0.5,Thalahena DC,03:44,Thalahena,tea/coffee shop
0.75,Dickwella DC,11:30,Dickwella,lunch
0.5,Batticaloa City,01:53,Batticaloa,tea/coffee shop
2.0,Chavakachcheri AC,07:15,Chavakachcheri,breakfast
3.0,Passara DC,13:00,Passara,"lunch, shopping"
0.5,Station C,02:48,Kandy,tea/coffee shop
0.5,Badulla Main DC,00:20,Badulla,tea/coffee shop
2.0,Katunayake Airport,12:30,Katunayake,lunch
2.0,Veyangoda Station,08:15,Veyangoda,breakfast
3.5,Arugam Bay AC,19:45,Arugam Bay,visit beautiful place
3.5,Balangoda AC,10:45,Balangoda,visit beautiful place
2.75,Kalmunai Center,12:45,Kalmunai,"lunch, visit beautiful place"
4.0,Kalmunai Center,13:15,Kalmunai,visit beautiful place
1.0,Thalahena DC,08:30,Thalahena,breakfast
1.0,Ruwanwella AC,08:45,Ruwanwella,breakfast
2.0,Peradeniya Junction,12:15,Peradeniya,lunch
0.75,Matale Town,22:00,Matale,shopping
0.25,Unawatuna DC,20:30,Unawatuna,none
2.0,Moratuwa Junction,15:00,Moratuwa,shopping
0.25,Ambalangoda DC,14:30,Ambalangoda,none
0.25,Mannar AC,14:45,Mannar,none
3.0,Chilaw City,19:00,Chilaw,"dinner, shopping"
2.5,Wennappuwa DC,09:30,Wennappuwa,visit beautiful place
4.0,Kadawatha Highway,17:15,Kadawatha,visit beautiful place
4.0,Matale Town,19:00,Matale,"watch film, visit beautiful place"
3.0,Kuliyapitiya Center,09:00,Kuliyapitiya,visit beautiful place
1.0,Rambukkana DC,11:00,Rambukkana,lunch
4.0,Kuliyapitiya Center,16:30,Kuliyapitiya,"watch film, visit beautiful place"
2.75,Mannar AC,13:45,Mannar,"lunch, visit beautiful place"
2.0,Hikkaduwa AC,08:15,Hikkaduwa,breakfast
1.0,Kosgama DC,11:45,Kosgama,lunch
0.25,Kattankudy AC,15:00,Kattankudy,none
2.0,Digana DC,07:45,Digana,breakfast
4.5,Thalahena DC,10:00,Thalahena,visit beautiful place
2.0,Pannipitiya Station,08:00,Pannipitiya,breakfast
0.75,Puttalam Lagoon,12:45,Puttalam,lunch
2.0,Matara Town Hall,08:30,Matara,breakfast
1.5,Negombo Beach Road,22:45,Negombo,shopping
3.5,Weligama Bay,19:00,Weligama,"watch film, visit beautiful place"
0.5,Nikaweratiya AC,03:11,Nikaweratiya,tea/coffee shop
3.0,Station A,11:45,Colombo,"lunch, shopping"
2.75,Point Pedro DC,07:15,Point Pedro,"breakfast, visit beautiful place"
3.0,Rambukkana DC,15:30,Rambukkana,visit beautiful place
0.75,Matara Town Hall,21:30,Matara,dinner
3.0,Galle Bus Stand,15:00,Galle,visit beautiful place
0.75,Kandy Gatambe,14:30,Kandy,lunch
0.5,Balangoda AC,01:51,Balangoda,tea/coffee shop
2.75,Bandarawela Town,16:15,Bandarawela,visit beautiful place
2.5,Ella Station,11:45,Ella,"lunch, shopping"
1.5,Ruwanwella AC,11:15,Ruwanwella,lunch
1.0,Mullaitivu DC,09:00,Mullaitivu,shopping
0.5,Tangalle Town,00:47,Tangalle,tea/coffee shop
1.0,Ratnapura DC,21:30,Ratnapura,dinner
3.5,Puttalam Lagoon,12:45,Puttalam,visit beautiful place
4.0,Homagama Center,12:15,Homagama,visit beautiful place
3.0,Sigiriya Jn,11:45,Sigiriya,"lunch, shopping"
0.25,Mannar AC,22:15,Mannar,none
1.0,Ruwanwella AC,19:45,Ruwanwella,dinner
3.0,Maskeliya Town,11:45,Maskeliya,"lunch, shopping"
2.75,Mahiyanganaya AC,07:30,Mahiyanganaya,"breakfast, visit beautiful place"
1.5,Talawakele DC,12:00,Talawakele,lunch
0.75,Matara Town Hall,07:45,Matara,"breakfast, tea/coffee shop"
1.0,Kegalle Town,12:15,Kegalle,lunch
3.5,Station C,19:00,Kandy,"watch film, visit beautiful place"
1.0,Biyagama Factory,07:15,Biyagama,breakfast
1.5,Digana DC,07:00,Digana,breakfast
0.5,Galenbindunuwewa AC,22:02,Galenbindunuwewa,tea/coffee shop
3.0,Kurunegala Town,13:30,Kurunegala,"lunch, shopping"
0.75,Kuliyapitiya Center,08:45,Kuliyapitiya,"breakfast, tea/coffee shop"
3.5,Monaragala DC,13:30,Monaragala,visit beautiful place
1.0,Negombo Beach Road,13:30,Negombo,lunch
3.5,Maskeliya Town,12:30,Maskeliya,visit beautiful place
1.5,Kadawatha Highway,13:00,Kadawatha,lunch
1.0,Mannar AC,19:00,Mannar,dinner
0.75,CCC Fast Charge,19:30,Colombo,dinner
3.0,Kandy City Center,16:15,Kandy,visit beautiful place
3.0,Tissamaharama DC,12:30,Tissamaharama,"lunch, shopping"
2.75,Tissamaharama DC,14:15,Tissamaharama,"lunch, visit beautiful place"
4.0,Embilipitiya DC,15:00,Embilipitiya,visit beautiful place
0.5,Panadura Depot,00:14,Panadura,tea/coffee shop
1.5,Negombo Beach Road,08:45,Negombo,breakfast
2.75,Talawakele DC,09:45,Talawakele,visit beautiful place
0.75,Anuradhapura DC,19:45,Anuradhapura,dinner
4.0,Veyangoda Station,21:30,Veyangoda,"watch film, visit beautiful place"
0.75,Piliyandala Town,09:30,Piliyandala,shopping
0.25,Thalahena DC,15:00,Thalahena,none
2.75,Mullaitivu DC,11:45,Mullaitivu,"lunch, visit beautiful place"
2.0,Tanamalwila AC,13:45,Tanamalwila,lunch
2.75,Hambantota Port,14:00,Hambantota,"lunch, visit beautiful place"
2.5,Shangri La DC,22:30,Colombo,visit beautiful place
3.5,Rajagiriya Flyover,18:00,Rajagiriya,visit beautiful place
4.0,Kandy City Center,20:00,Kandy,visit beautiful place
0.75,Jaffna Library AC,07:15,Jaffna,"breakfast, tea/coffee shop"
0.75,Tangalle Town,08:00,Tangalle,"breakfast, tea/coffee shop"
3.5,Gampola Center,21:15,Gampola,visit beautiful place
2.5,Hanwella AC,21:30,Hanwella,"dinner, shopping"
